Player,PTS,Draft Team,Round,Pick,Draft Year,Draft College,Season,Team,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS.1,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,Class,yr1.Team,yr1.Pos,yr1.G,yr1.GS,yr1.MP,yr1.FG,yr1.FGA,yr1.FG%,yr1.3P,yr1.3PA,yr1.3P%,yr1.2P,yr1.2PA,yr1.2P%,yr1.eFG%,yr1.FT,yr1.FTA,yr1.FT%,yr1.ORB,yr1.DRB,yr1.TRB,yr1.AST,yr1.STL,yr1.BLK,yr1.TOV,yr1.PF,yr1.PTS,yr2.Team,yr2.Pos,yr2.G,yr2.GS,yr2.MP,yr2.FG,yr2.FGA,yr2.FG%,yr2.3P,yr2.3PA,yr2.3P%,yr2.2P,yr2.2PA,yr2.2P%,yr2.eFG%,yr2.FT,yr2.FTA,yr2.FT%,yr2.ORB,yr2.DRB,yr2.TRB,yr2.AST,yr2.STL,yr2.BLK,yr2.TOV,yr2.PF,yr2.PTS,yr3.Team,yr3.Pos,yr3.G,yr3.GS,yr3.MP,yr3.FG,yr3.FGA,yr3.FG%,yr3.3P,yr3.3PA,yr3.3P%,yr3.2P,yr3.2PA,yr3.2P%,yr3.eFG%,yr3.FT,yr3.FTA,yr3.FT%,yr3.ORB,yr3.DRB,yr3.TRB,yr3.AST,yr3.STL,yr3.BLK,yr3.TOV,yr3.PF,yr3.PTS
Nassir Little,353,POR,1,25,2019,North Carolina,2018-19,North Carolina,36,0,18.2,3.6,7.6,3.3,6.2,0.4,1.4,2.1,2.8,1.6,3.0,4.6,0.7,0.5,0.5,1.3,1.6,9.8,0.478,0.527,0.269,0.77,0.549,0.504,F,FR,POR,PF,48.0,5.0,11.9,1.4,3.1,0.43,0.3,1.2,0.237,1.1,1.9,0.554,0.477,0.6,0.9,0.636,0.6,1.6,2.3,0.5,0.3,0.3,0.3,1.5,3.6,POR,PF,48.0,2.0,13.3,1.6,3.5,0.467,0.6,1.7,0.35,1.0,1.8,0.575,0.551,0.8,0.9,0.8,0.7,2.0,2.7,0.5,0.1,0.3,0.4,1.1,4.6,POR,SF,42.0,23.0,25.9,3.5,7.5,0.46,1.2,3.7,0.331,2.2,3.8,0.584,0.541,1.6,2.2,0.734,1.4,4.2,5.6,1.3,0.6,0.9,1.0,2.0,9.8
Matisse Thybulle,327,BOS,1,20,2019,Washington,2018-19,Washington,36,36,31.1,3.1,7.5,1.8,3.3,1.3,4.2,1.6,1.9,0.8,2.3,3.1,2.1,3.5,2.3,1.8,2.8,9.1,0.415,0.555,0.305,0.851,0.542,0.5,G,SR,PHI,SG,65.0,14.0,19.8,1.7,4.1,0.423,0.9,2.4,0.357,0.9,1.7,0.519,0.528,0.4,0.6,0.61,0.7,1.0,1.6,1.2,1.4,0.7,0.8,2.2,4.7,PHI,SG,65.0,8.0,20.0,1.6,3.7,0.42,0.7,2.2,0.301,0.9,1.5,0.59,0.508,0.1,0.3,0.444,0.5,1.4,1.9,1.0,1.6,1.1,0.5,2.0,3.9,PHI,SG,66.0,50.0,25.5,2.3,4.5,0.5,0.7,2.2,0.313,1.6,2.4,0.673,0.575,0.5,0.7,0.791,0.6,1.7,2.3,1.1,1.7,1.1,0.6,2.4,5.7
Jaxson Hayes,320,ATL,1,8,2019,Texas,2018-19,Texas,32,21,23.3,3.8,5.3,3.8,5.3,0.0,0.0,2.3,3.1,1.8,3.3,5.0,0.3,0.6,2.2,0.9,3.3,10.0,0.728,0.728,,0.74,0.739,0.728,F,FR,NOP,C,64.0,14.0,16.9,2.7,4.0,0.672,0.0,0.1,0.25,2.7,4.0,0.678,0.674,1.9,3.0,0.647,1.5,2.5,4.0,0.9,0.4,0.9,0.8,2.5,7.4,NOP,C,60.0,3.0,16.1,2.9,4.7,0.625,0.1,0.2,0.429,2.8,4.4,0.635,0.636,1.6,2.0,0.775,1.5,2.8,4.3,0.6,0.4,0.6,0.7,1.7,7.5,NOP,C,70.0,28.0,20.0,3.5,5.7,0.616,0.3,0.8,0.351,3.2,4.9,0.66,0.641,2.1,2.7,0.766,1.6,2.9,4.5,0.6,0.5,0.8,0.8,2.2,9.3
Kevin Porter Jr.,200,MIL,1,30,2019,Southern California,2018-19,Southern California,21,4,22.1,3.5,7.5,2.2,4.2,1.3,3.2,1.1,2.2,1.0,3.0,4.0,1.4,0.8,0.5,1.9,2.1,9.5,0.471,0.517,0.412,0.522,0.559,0.561,G,FR,CLE,SF,50.0,3.0,23.2,3.7,8.4,0.442,1.1,3.2,0.335,2.7,5.3,0.506,0.505,1.5,2.0,0.723,0.4,2.8,3.2,2.2,0.9,0.3,1.9,2.7,10.0,HOU,SG,26.0,23.0,32.1,6.0,14.1,0.425,1.9,6.2,0.311,4.1,7.9,0.515,0.493,2.7,3.6,0.734,0.8,3.0,3.8,6.3,0.7,0.3,3.5,2.3,16.6,HOU,PG,61.0,61.0,31.3,5.5,13.2,0.415,2.5,6.8,0.375,3.0,6.5,0.456,0.511,2.0,3.2,0.642,0.7,3.7,4.4,6.2,1.1,0.4,3.1,2.6,15.6
Grant Riller,678,CHA,2,56,2020,College of Charleston,2019-20,College of Charleston,31,31,33.5,7.3,14.7,5.8,10.5,1.5,4.2,5.7,6.9,0.5,4.6,5.1,3.9,1.6,0.3,3.1,2.3,21.9,0.499,0.554,0.362,0.827,0.609,0.551,G,SR,CHO,PG,7.0,0.0,3.9,1.1,1.7,0.667,0.3,0.6,0.5,0.9,1.1,0.75,0.75,0.0,0.0,,0.0,0.1,0.1,0.4,0.1,0.0,0.1,0.0,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalen Harris,650,TOR,2,59,2020,Nevada,2019-20,Nevada,30,30,33.0,7.5,16.7,5.2,10.6,2.2,6.2,4.5,5.5,0.8,5.7,6.5,3.9,1.1,0.1,2.4,2.3,21.7,0.446,0.495,0.362,0.823,0.56,0.513,G,JR,TOR,SG,13.0,2.0,13.2,2.8,5.5,0.5,1.3,2.8,0.472,1.5,2.8,0.528,0.618,0.5,0.7,0.778,0.2,1.2,1.4,1.3,0.6,0.0,1.1,1.2,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Payton Pritchard,635,BOS,1,26,2020,Oregon,2019-20,Oregon,31,31,36.6,7.0,14.9,4.1,8.1,2.8,6.8,3.7,4.5,0.7,3.6,4.3,5.5,1.5,0.0,2.7,2.0,20.5,0.468,0.512,0.415,0.821,0.601,0.563,G,SR,BOS,SG,66.0,4.0,19.2,2.8,6.3,0.44,1.5,3.8,0.411,1.2,2.6,0.482,0.562,0.6,0.7,0.889,0.5,1.9,2.4,1.8,0.6,0.1,0.8,1.6,7.7,BOS,PG,71.0,2.0,14.1,2.3,5.3,0.429,1.4,3.5,0.412,0.8,1.8,0.461,0.564,0.3,0.3,1.0,0.5,1.4,1.9,2.0,0.4,0.1,0.6,0.9,6.2,BOS,PG,48.0,3.0,13.4,2.1,5.1,0.412,1.2,3.2,0.364,0.9,1.9,0.495,0.527,0.3,0.3,0.75,0.5,1.3,1.8,1.3,0.3,0.0,0.8,0.8,5.6
Sam Merrill,629,NOH,2,60,2020,Utah State,2019-20,Utah State,32,32,35.0,6.1,13.2,3.3,6.4,2.8,6.8,4.7,5.3,0.2,3.9,4.1,3.9,0.9,0.1,1.6,2.3,19.7,0.461,0.515,0.41,0.893,0.625,0.566,G,SR,MIL,SG,30.0,2.0,7.8,1.1,2.4,0.444,0.7,1.6,0.447,0.4,0.8,0.44,0.59,0.1,0.1,1.0,0.2,0.8,1.0,0.7,0.3,0.0,0.3,0.6,3.0,MEM,SG,6.0,0.0,9.7,1.3,4.0,0.333,1.2,3.8,0.304,0.2,0.2,1.0,0.479,0.3,0.7,0.5,0.2,1.0,1.2,0.7,0.0,0.0,0.3,0.5,4.2,CLE,SG,5.0,0.0,11.8,1.8,4.4,0.409,1.0,3.6,0.278,0.8,0.8,1.0,0.523,0.4,0.4,1.0,0.0,1.8,1.8,1.0,0.8,0.0,0.0,0.6,5.0
Daniel Oturu,623,MIN,2,33,2020,Minnesota,2019-20,Minnesota,31,31,33.9,7.7,13.6,7.1,12.0,0.6,1.7,4.1,5.8,3.7,7.5,11.3,1.1,0.5,2.5,2.8,2.7,20.1,0.563,0.59,0.365,0.707,0.612,0.585,C,SO,LAC,C,30.0,0.0,5.4,0.7,1.7,0.423,0.0,0.2,0.2,0.7,1.6,0.447,0.433,0.3,0.4,0.75,0.7,0.9,1.6,0.3,0.1,0.2,0.3,0.8,1.8,TOR,C,3.0,0.0,9.0,1.0,2.0,0.5,0.0,0.3,0.0,1.0,1.7,0.6,0.5,1.0,1.7,0.6,0.3,1.3,1.7,0.0,0.0,0.7,0.0,0.3,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obi Toppin,621,NYK,1,8,2020,Dayton,2019-20,Dayton,31,31,31.6,7.9,12.5,6.9,9.8,1.0,2.6,3.2,4.5,1.2,6.4,7.5,2.2,1.0,1.2,2.2,1.6,20.0,0.633,0.698,0.39,0.702,0.684,0.674,F,SO,NYK,PF,62.0,0.0,11.0,1.7,3.4,0.498,0.4,1.4,0.306,1.3,2.0,0.629,0.56,0.3,0.4,0.731,0.4,1.8,2.2,0.5,0.3,0.2,0.4,0.9,4.1,NYK,PF,72.0,10.0,17.1,3.5,6.6,0.531,0.7,2.3,0.308,2.8,4.2,0.655,0.586,1.3,1.7,0.758,1.0,2.8,3.7,1.1,0.3,0.5,0.8,1.4,9.0,NYK,PF,67.0,5.0,15.7,2.8,6.3,0.446,1.3,3.7,0.344,1.5,2.6,0.593,0.548,0.6,0.7,0.809,0.4,2.4,2.8,1.0,0.3,0.2,0.6,1.0,7.4
Anthony Edwards,610,MIN,1,1,2020,Georgia,2019-20,Georgia,32,32,33.0,6.3,15.8,4.1,8.1,2.3,7.7,4.1,5.3,0.8,4.5,5.2,2.8,1.3,0.6,2.7,2.2,19.1,0.402,0.504,0.294,0.772,0.52,0.473,G,FR,MIN,SG,72.0,55.0,32.1,7.0,16.8,0.417,2.4,7.2,0.329,4.6,9.6,0.483,0.488,2.9,3.8,0.776,0.8,3.8,4.7,2.9,1.1,0.5,2.2,1.8,19.3,MIN,SG,72.0,72.0,34.3,7.6,17.3,0.441,3.0,8.4,0.357,4.6,8.9,0.519,0.527,3.1,3.9,0.786,0.9,3.9,4.8,3.8,1.5,0.6,2.6,2.3,21.3,MIN,SG,79.0,79.0,36.0,8.9,19.5,0.459,2.7,7.3,0.369,6.3,12.2,0.513,0.528,4.0,5.3,0.756,0.6,5.2,5.8,4.4,1.6,0.7,3.3,2.4,24.6
Elijah Hughes,609,NOH,2,39,2020,Syracuse,2019-20,Syracuse,32,32,36.7,6.2,14.5,3.8,7.4,2.4,7.1,4.2,5.2,0.4,4.5,4.9,3.4,1.2,0.8,2.3,1.8,19.0,0.427,0.508,0.342,0.813,0.561,0.511,F,JR,UTA,SF,18.0,0.0,3.6,0.6,1.7,0.333,0.4,1.3,0.348,0.1,0.4,0.286,0.467,0.2,0.2,0.75,0.1,0.4,0.5,0.3,0.1,0.1,0.3,0.1,1.7,2TM,SG,36.0,4.0,12.1,1.3,4.0,0.326,0.7,2.6,0.263,0.6,1.4,0.449,0.413,0.2,0.3,0.778,0.2,1.4,1.6,0.6,0.4,0.2,0.5,1.1,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saben Lee,594,UTA,2,38,2020,Vanderbilt,2019-20,Vanderbilt,32,17,32.9,6.3,12.9,5.0,9.2,1.2,3.8,4.8,6.4,0.6,3.0,3.5,4.2,1.5,0.3,3.1,1.8,18.6,0.483,0.549,0.322,0.752,0.58,0.53,G,JR,DET,PG,48.0,7.0,16.3,2.1,4.4,0.471,0.2,0.5,0.348,1.9,3.9,0.487,0.49,1.3,1.9,0.685,0.4,1.6,2.0,3.6,0.7,0.3,1.1,1.6,5.6,DET,PG,37.0,0.0,16.3,1.9,4.8,0.39,0.4,1.6,0.233,1.5,3.2,0.47,0.429,1.5,1.9,0.789,0.5,1.9,2.4,2.9,1.0,0.3,1.0,1.2,5.6,2TM,PG,25.0,1.0,14.9,2.0,4.8,0.405,0.4,1.2,0.367,1.5,3.6,0.418,0.45,1.7,2.3,0.737,0.5,1.3,1.8,2.7,0.8,0.0,1.0,1.3,6.0
CJ Elleby,589,POR,2,46,2020,Washington State,2019-20,Washington State,32,32,33.4,6.2,15.6,3.8,8.8,2.3,6.8,3.8,4.6,1.2,6.6,7.8,1.9,1.8,0.8,2.2,2.9,18.4,0.396,0.439,0.339,0.823,0.519,0.47,F,SO,POR,SF,30.0,0.0,6.4,0.8,2.2,0.379,0.2,1.1,0.206,0.6,1.1,0.563,0.432,0.4,0.5,0.733,0.4,0.7,1.1,0.3,0.2,0.1,0.2,0.9,2.3,POR,SF,58.0,28.0,20.2,2.1,5.3,0.393,0.6,2.2,0.294,1.4,3.1,0.462,0.453,1.0,1.4,0.714,1.1,2.8,3.9,1.5,0.6,0.3,1.0,2.0,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kira Lewis Jr.,573,NOH,1,13,2020,Alabama,2019-20,Alabama,31,31,37.6,6.6,14.5,4.8,9.5,1.8,4.9,3.4,4.2,0.8,3.9,4.8,5.2,1.8,0.6,3.5,2.6,18.5,0.459,0.507,0.366,0.802,0.56,0.521,G,SO,NOP,PG,54.0,0.0,16.7,2.4,6.2,0.386,0.7,2.2,0.333,1.7,4.0,0.415,0.445,0.8,0.9,0.843,0.2,1.1,1.3,2.3,0.7,0.2,0.6,1.6,6.4,NOP,PG,24.0,0.0,14.2,2.5,6.1,0.404,0.5,2.4,0.224,1.9,3.7,0.523,0.449,0.4,0.5,0.833,0.4,1.3,1.6,2.0,0.5,0.0,1.1,0.7,5.9,NOP,PG,25.0,0.0,9.4,1.6,3.5,0.455,0.6,1.4,0.441,1.0,2.2,0.463,0.54,0.8,0.9,0.864,0.2,1.1,1.3,0.9,0.4,0.1,0.4,1.0,4.6
Malachi Flynn,564,TOR,1,29,2020,San Diego State,2019-20,San Diego State,32,32,33.4,5.8,13.0,3.4,6.7,2.4,6.4,3.8,4.4,0.6,3.8,4.5,5.1,1.8,0.1,1.8,1.8,17.6,0.441,0.507,0.373,0.857,0.583,0.532,G,JR,TOR,PG,47.0,14.0,19.7,2.7,7.2,0.374,1.1,3.6,0.321,1.6,3.7,0.424,0.453,1.0,1.2,0.804,0.2,2.3,2.5,2.9,0.8,0.1,0.9,1.4,7.5,TOR,PG,44.0,5.0,12.2,1.6,4.2,0.393,0.7,2.0,0.333,1.0,2.1,0.452,0.475,0.3,0.5,0.625,0.2,1.2,1.4,1.6,0.5,0.1,0.3,1.0,4.3,TOR,PG,53.0,2.0,13.0,1.6,4.6,0.36,0.9,2.5,0.353,0.8,2.1,0.367,0.457,0.5,0.6,0.758,0.3,1.2,1.4,1.3,0.4,0.1,0.5,1.2,4.6
Cassius Winston,558,OKC,2,53,2020,Michigan State,2019-20,Michigan State,30,30,32.7,6.2,13.8,3.7,8.1,2.4,5.6,3.8,4.5,0.2,2.3,2.5,5.9,1.2,0.0,3.2,2.0,18.6,0.448,0.459,0.432,0.852,0.585,0.536,G,SR,WAS,PG,22.0,0.0,4.5,0.6,1.5,0.424,0.4,0.8,0.471,0.3,0.7,0.375,0.545,0.2,0.3,0.833,0.0,0.4,0.4,0.5,0.1,0.0,0.2,0.4,1.9,WAS,PG,7.0,0.0,5.6,0.6,1.6,0.364,0.3,0.9,0.333,0.3,0.7,0.4,0.455,0.6,0.6,1.0,0.0,0.1,0.1,1.0,0.0,0.0,0.4,1.3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Nwora,558,MIL,2,45,2020,Louisville,2019-20,Louisville,31,30,33.1,6.1,13.9,3.6,7.8,2.5,6.1,3.4,4.1,1.7,6.0,7.7,1.3,0.7,0.3,2.1,2.2,18.0,0.44,0.469,0.402,0.813,0.568,0.528,F,JR,MIL,SF,30.0,2.0,9.1,2.1,4.5,0.459,0.9,2.1,0.452,1.1,2.4,0.466,0.563,0.6,0.8,0.76,0.3,1.7,2.0,0.2,0.5,0.2,0.8,0.7,5.7,MIL,SF,62.0,13.0,19.1,3.0,7.5,0.403,1.3,3.7,0.348,1.7,3.8,0.455,0.488,0.6,0.7,0.837,0.6,3.0,3.6,1.0,0.4,0.3,0.9,1.3,7.9,2TM,SF,62.0,14.0,19.2,3.1,7.2,0.436,1.4,3.4,0.408,1.7,3.8,0.462,0.533,1.1,1.4,0.791,0.8,2.9,3.7,1.4,0.4,0.2,1.1,1.2,8.7
Vernon Carey Jr.,552,CHA,2,32,2020,Duke,2019-20,Duke,31,30,24.9,6.4,11.1,6.2,10.5,0.3,0.7,4.7,7.0,2.7,6.1,8.8,1.0,0.7,1.6,2.0,2.7,17.8,0.577,0.59,0.381,0.67,0.615,0.588,C,FR,CHO,C,19.0,4.0,6.1,0.9,1.9,0.5,0.1,0.4,0.143,0.9,1.5,0.586,0.514,0.5,0.6,0.818,0.3,1.1,1.4,0.1,0.1,0.3,0.3,0.7,2.4,2TM,C,7.0,1.0,6.3,1.0,1.9,0.538,0.0,0.0,,1.0,1.9,0.538,0.538,0.9,1.9,0.462,1.1,0.6,1.7,0.0,0.3,0.1,0.4,0.6,2.9,WAS,C,11.0,0.0,2.5,0.2,0.7,0.25,0.0,0.0,,0.2,0.7,0.25,0.25,0.2,0.2,1.0,0.3,0.7,1.0,0.3,0.2,0.2,0.2,0.5,0.5
Isaiah Stewart,543,POR,1,16,2020,Washington,2019-20,Washington,32,32,32.2,6.0,10.5,5.8,9.9,0.2,0.6,4.8,6.2,2.8,6.0,8.8,0.8,0.5,2.1,2.2,2.6,17.0,0.57,0.59,0.25,0.774,0.629,0.577,F,FR,DET,C,68.0,14.0,21.4,3.3,6.0,0.553,0.3,0.9,0.333,3.0,5.1,0.592,0.578,0.9,1.4,0.696,2.3,4.3,6.7,0.9,0.6,1.3,1.0,2.7,7.9,DET,C,71.0,71.0,25.6,3.5,6.9,0.51,0.2,0.6,0.326,3.3,6.3,0.529,0.526,1.0,1.5,0.718,3.2,5.5,8.7,1.2,0.3,1.1,1.2,3.0,8.3,DET,C,50.0,47.0,28.3,3.9,8.8,0.442,1.3,4.1,0.327,2.6,4.7,0.542,0.518,2.2,3.0,0.738,2.3,5.8,8.1,1.4,0.4,0.7,1.4,2.7,11.3
Reggie Perry,538,LAC,2,57,2020,Mississippi State,2019-20,Mississippi State,31,31,31.1,5.9,11.8,5.2,9.5,0.7,2.3,4.8,6.3,3.1,6.9,10.1,2.3,0.8,1.2,2.9,3.1,17.4,0.5,0.542,0.324,0.768,0.587,0.531,F,SO,BRK,PF,26.0,0.0,8.1,1.2,3.0,0.41,0.2,0.8,0.19,1.1,2.2,0.491,0.436,0.4,0.5,0.769,1.0,1.8,2.8,0.5,0.2,0.2,0.6,1.5,3.0,2TM,PF,10.0,1.0,18.7,4.0,7.9,0.506,0.3,1.6,0.188,3.7,6.3,0.587,0.525,0.9,1.5,0.6,1.5,3.2,4.7,1.2,0.9,0.6,1.1,3.3,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desmond Bane,531,BOS,1,30,2020,TCU,2019-20,TCU,32,32,36.0,6.2,13.6,3.3,7.1,2.9,6.5,1.4,1.8,1.4,4.9,6.3,3.9,1.5,0.5,2.3,2.2,16.6,0.452,0.461,0.442,0.789,0.573,0.557,G,SR,MEM,SG,68.0,17.0,22.3,3.4,7.3,0.469,1.7,4.0,0.432,1.7,3.4,0.513,0.586,0.6,0.7,0.816,0.5,2.6,3.1,1.7,0.6,0.2,0.9,1.8,9.2,MEM,SG,76.0,76.0,29.8,6.7,14.5,0.461,3.0,6.9,0.436,3.7,7.6,0.484,0.565,1.8,2.0,0.903,0.6,3.8,4.4,2.7,1.2,0.4,1.5,2.6,18.2,MEM,SG,58.0,58.0,31.7,7.8,16.2,0.479,2.9,7.0,0.408,4.9,9.2,0.534,0.568,3.1,3.5,0.883,0.7,4.3,5.0,4.4,1.0,0.4,2.2,2.6,21.5
Skylar Mays,517,ATL,2,50,2020,Louisiana State,2019-20,Louisiana State,31,31,34.4,5.5,11.1,3.8,7.0,1.6,4.1,4.2,4.9,0.5,4.5,5.0,3.2,1.8,0.2,2.3,1.7,16.7,0.491,0.548,0.394,0.854,0.622,0.564,G,SR,ATL,SG,33.0,0.0,8.2,1.3,3.0,0.449,0.4,1.2,0.35,0.9,1.8,0.517,0.52,0.7,0.8,0.88,0.3,0.8,1.1,0.9,0.4,0.1,0.3,0.5,3.8,ATL,SG,28.0,5.0,7.9,1.1,2.3,0.5,0.3,0.9,0.32,0.9,1.4,0.615,0.563,0.3,0.3,0.889,0.2,0.7,0.9,0.6,0.3,0.0,0.4,0.3,2.9,POR,PG,6.0,6.0,31.5,5.7,11.3,0.5,2.0,4.3,0.462,3.7,7.0,0.524,0.588,2.0,2.2,0.923,0.3,2.8,3.2,8.3,1.0,0.2,1.7,1.8,15.3
Zeke Nnaji,515,DEN,1,22,2020,Arizona,2019-20,Arizona,32,32,30.7,5.6,9.8,5.4,9.3,0.2,0.5,4.8,6.3,3.1,5.5,8.6,0.8,0.7,0.9,2.2,2.4,16.1,0.57,0.586,0.294,0.76,0.63,0.578,F,FR,DEN,PF,42.0,1.0,9.5,1.2,2.5,0.481,0.6,1.4,0.407,0.6,1.1,0.578,0.596,0.3,0.4,0.8,0.3,1.2,1.5,0.2,0.2,0.1,0.2,0.7,3.2,DEN,PF,41.0,1.0,17.0,2.3,4.5,0.516,0.9,2.0,0.463,1.4,2.6,0.557,0.616,1.0,1.6,0.631,1.4,2.2,3.6,0.4,0.4,0.3,0.6,1.9,6.6,DEN,PF,53.0,5.0,13.7,2.1,3.7,0.561,0.3,1.2,0.262,1.8,2.5,0.71,0.605,0.8,1.2,0.645,1.2,1.4,2.6,0.3,0.3,0.4,0.6,2.0,5.2
Justinian Jessup,512,GSW,2,51,2020,Boise State,2019-20,Boise State,32,32,36.0,5.4,12.6,2.3,4.9,3.1,7.7,2.2,2.3,1.0,3.5,4.4,2.1,1.4,0.5,1.3,2.2,16.0,0.426,0.471,0.397,0.959,0.584,0.547,G,SR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saddiq Bey,499,NJN,1,19,2020,Villanova,2019-20,Villanova,31,31,33.9,5.6,11.8,3.1,6.2,2.5,5.6,2.3,2.9,1.3,3.5,4.7,2.4,0.8,0.4,1.5,2.5,16.1,0.477,0.5,0.451,0.769,0.608,0.584,F,SO,DET,SF,70.0,53.0,27.3,4.0,9.9,0.404,2.5,6.6,0.38,1.5,3.3,0.45,0.53,1.8,2.1,0.844,0.6,3.9,4.5,1.4,0.7,0.2,0.9,1.6,12.2,DET,SF,82.0,82.0,33.0,5.5,13.9,0.396,2.6,7.4,0.346,2.9,6.4,0.454,0.489,2.6,3.1,0.827,1.3,4.1,5.4,2.8,0.9,0.2,1.2,1.6,16.1,2TM,SF,77.0,37.0,27.6,4.6,10.9,0.422,2.0,5.4,0.361,2.6,5.4,0.483,0.513,2.7,3.1,0.861,1.3,3.4,4.7,1.5,0.9,0.2,0.9,1.6,13.8
Precious Achiuwa,489,MIA,1,20,2020,Memphis,2019-20,Memphis,31,31,30.4,5.9,11.9,5.5,10.6,0.4,1.3,3.6,6.0,3.0,7.8,10.8,1.0,1.1,1.9,2.8,2.4,15.8,0.493,0.514,0.325,0.599,0.534,0.511,F,FR,MIA,PF,61.0,4.0,12.1,2.0,3.7,0.544,0.0,0.0,0.0,2.0,3.7,0.546,0.544,0.9,1.8,0.509,1.2,2.2,3.4,0.5,0.3,0.5,0.7,1.5,5.0,TOR,C,73.0,28.0,23.6,3.6,8.3,0.439,0.8,2.1,0.359,2.9,6.1,0.468,0.486,1.1,1.8,0.595,2.0,4.5,6.5,1.1,0.5,0.6,1.2,2.1,9.1,TOR,C,55.0,12.0,20.7,3.6,7.3,0.485,0.5,2.0,0.269,3.0,5.4,0.564,0.521,1.6,2.3,0.702,1.8,4.1,6.0,0.9,0.6,0.5,1.1,1.9,9.2
Immanuel Quickley,482,OKC,1,25,2020,Kentucky,2019-20,Kentucky,30,20,33.0,4.6,11.0,2.5,6.2,2.1,4.8,4.8,5.2,0.5,3.7,4.2,1.9,0.9,0.1,1.6,2.3,16.1,0.417,0.409,0.428,0.923,0.595,0.511,G,SO,NYK,PG,64.0,3.0,19.4,3.6,9.1,0.395,1.8,4.7,0.389,1.7,4.3,0.401,0.497,2.4,2.7,0.891,0.4,1.8,2.1,2.0,0.5,0.2,0.9,1.8,11.4,NYK,PG,78.0,3.0,23.1,3.6,9.3,0.392,1.8,5.1,0.346,1.9,4.2,0.448,0.487,2.3,2.6,0.881,0.4,2.8,3.2,3.5,0.7,0.0,1.3,2.1,11.3,NYK,SG,81.0,21.0,28.9,5.2,11.6,0.448,2.1,5.6,0.37,3.1,6.0,0.521,0.537,2.5,3.1,0.819,0.7,3.4,4.2,3.4,1.0,0.2,1.2,2.0,14.9
Jalen Smith,479,PHO,1,10,2020,Maryland,2019-20,Maryland,31,31,31.3,5.4,10.1,4.4,7.3,1.0,2.8,3.6,4.8,3.2,7.3,10.5,0.8,0.7,2.4,1.7,2.4,15.5,0.538,0.604,0.368,0.75,0.626,0.59,F,SO,PHO,PF,27.0,1.0,5.8,0.8,1.9,0.44,0.1,0.6,0.235,0.7,1.2,0.545,0.48,0.2,0.3,0.714,0.3,1.1,1.4,0.1,0.0,0.2,0.3,0.6,2.0,2TM,PF,51.0,8.0,18.1,3.5,6.9,0.503,0.8,2.4,0.328,2.7,4.5,0.596,0.56,1.5,2.0,0.765,2.0,4.0,6.0,0.5,0.3,0.8,0.8,1.9,9.2,IND,C,68.0,31.0,18.8,3.6,7.5,0.476,0.8,2.8,0.283,2.8,4.7,0.593,0.53,1.5,2.0,0.759,1.9,3.9,5.8,1.0,0.3,0.9,1.1,2.3,9.4
Tre Jones,471,SAS,2,41,2020,Duke,2019-20,Duke,29,29,35.4,5.6,13.2,4.2,9.5,1.3,3.7,3.7,4.8,0.7,3.6,4.2,6.4,1.8,0.3,2.7,1.8,16.2,0.423,0.447,0.361,0.771,0.524,0.474,G,SO,SAS,PG,37.0,1.0,7.3,1.0,2.1,0.474,0.1,0.1,0.6,0.9,2.0,0.466,0.494,0.5,0.5,0.895,0.2,0.4,0.6,1.1,0.2,0.0,0.4,0.4,2.5,SAS,PG,69.0,11.0,16.6,2.4,4.9,0.49,0.1,0.7,0.196,2.3,4.2,0.542,0.504,1.0,1.3,0.78,0.4,1.8,2.2,3.4,0.6,0.1,0.7,1.1,6.0,SAS,PG,68.0,65.0,29.2,5.0,10.9,0.459,0.7,2.3,0.285,4.4,8.6,0.506,0.489,2.2,2.5,0.86,0.8,2.8,3.6,6.6,1.3,0.1,1.6,1.4,12.9
