Player,yr1.2P,yr1.2P%,yr1.2PA,yr1.3P,yr1.3P%,yr1.3PA,yr1.AST,yr1.BLK,yr1.DRB,yr1.FG,yr1.FG%,yr1.FGA,yr1.FT,yr1.FT%,yr1.FTA,yr1.G,yr1.GS,yr1.MP,yr1.ORB,yr1.PF,yr1.PTS,yr1.Pos,yr1.STL,yr1.TOV,yr1.TRB,yr1.Team,yr1.eFG%,yr2.2P,yr2.2P%,yr2.2PA,yr2.3P,yr2.3P%,yr2.3PA,yr2.AST,yr2.BLK,yr2.DRB,yr2.FG,yr2.FG%,yr2.FGA,yr2.FT,yr2.FT%,yr2.FTA,yr2.G,yr2.GS,yr2.MP,yr2.ORB,yr2.PF,yr2.PTS,yr2.Pos,yr2.STL,yr2.TOV,yr2.TRB,yr2.Team,yr2.eFG%,yr3.2P,yr3.2P%,yr3.2PA,yr3.3P,yr3.3P%,yr3.3PA,yr3.AST,yr3.BLK,yr3.DRB,yr3.FG,yr3.FG%,yr3.FGA,yr3.FT,yr3.FT%,yr3.FTA,yr3.G,yr3.GS,yr3.MP,yr3.ORB,yr3.PF,yr3.PTS,yr3.Pos,yr3.STL,yr3.TOV,yr3.TRB,yr3.Team,yr3.eFG%
Jordan McLaughlin,1.9,0.516,3.6,0.3,0.28,1.1,0.8,0.1,3.5,2.2,0.459,4.8,0.5,0.605,0.9,44.0,14.0,20.3,0.7,1.3,5.2,SF,0.5,0.6,4.2,CHI,0.493,2.4,0.496,4.9,0.4,0.316,1.4,0.9,0.3,3.2,2.9,0.457,6.3,1.6,0.59,2.8,28.0,10.0,18.8,0.6,1.7,7.8,SF,1.0,1.0,3.9,CHI,0.491,1.2,0.383,3.2,0.3,0.364,0.9,0.7,0.2,2.9,1.6,0.379,4.1,0.8,0.84,1.0,25.0,1.0,13.8,0.2,1.3,4.3,SF,0.5,0.8,3.1,2TM,0.417
Jordan Miller,3.0,0.434,6.8,1.8,0.355,5.0,3.9,0.1,1.4,4.7,0.401,11.8,1.1,0.875,1.2,59.0,59.0,30.9,0.5,1.6,12.3,SG,0.7,2.6,1.9,CLE,0.476,4.8,0.479,9.9,1.9,0.395,4.9,6.1,0.1,2.0,6.7,0.451,14.9,2.1,0.848,2.4,54.0,50.0,33.1,0.4,2.0,17.4,PG,1.2,3.0,2.4,CLE,0.517,5.4,0.512,10.6,2.6,0.383,6.7,8.6,0.1,2.7,8.0,0.462,17.3,3.2,0.892,3.5,68.0,68.0,35.7,0.6,1.7,21.7,PG,1.3,3.6,3.3,CLE,0.536
Jordan Nwora,4.7,0.457,10.2,0.8,0.321,2.6,6.0,0.5,3.8,5.5,0.429,12.8,1.6,0.737,2.2,52.0,43.0,29.3,0.5,3.3,13.4,PG,2.0,2.9,4.3,CHI,0.462,3.9,0.441,8.9,0.7,0.354,2.1,6.0,0.5,3.7,4.7,0.425,11.0,1.2,0.797,1.5,46.0,44.0,30.2,0.4,3.6,11.3,PG,1.5,2.3,4.1,CHI,0.458,2.4,0.535,4.5,0.6,0.259,2.2,3.4,0.3,3.2,3.0,0.444,6.7,0.8,0.741,1.1,51.0,32.0,24.9,0.5,3.1,7.3,PG,2.0,1.3,3.6,CHI,0.487
Jordan Poole,3.8,0.532,7.2,2.5,0.38,6.5,7.9,0.2,4.8,6.3,0.46,13.8,3.5,0.919,3.8,58.0,58.0,31.8,0.6,2.4,18.6,PG,1.7,2.2,5.4,HOU,0.55,3.0,0.479,6.3,2.2,0.358,6.1,8.2,0.3,3.9,5.2,0.419,12.4,3.0,0.862,3.5,58.0,58.0,32.0,0.6,2.5,15.6,PG,2.0,2.6,4.6,HOU,0.508,4.6,0.554,8.3,1.6,0.365,4.3,6.7,0.2,4.6,6.2,0.489,12.7,3.6,0.907,4.0,70.0,70.0,31.5,0.4,2.3,17.6,PG,1.6,2.3,5.0,OKC,0.552
Jordan Walsh,1.5,0.546,2.7,0.4,0.234,1.6,2.0,0.2,2.5,1.9,0.43,4.3,0.9,0.646,1.4,48.0,3.0,18.8,0.8,1.6,5.0,SF,0.8,0.9,3.3,CHO,0.473,1.3,0.515,2.5,0.3,0.276,1.1,1.7,0.2,2.1,1.6,0.441,3.6,0.5,0.581,0.8,52.0,10.0,16.3,1.0,1.0,4.0,SF,0.7,0.8,3.1,CHO,0.484,2.0,0.542,3.7,0.9,0.384,2.2,2.5,0.5,2.9,2.9,0.482,6.0,1.1,0.701,1.5,71.0,11.0,26.3,1.2,1.6,7.7,SF,1.2,0.9,4.0,CHO,0.554
Jose Alvarado,3.3,0.494,6.8,2.3,0.415,5.6,1.7,0.4,7.5,5.7,0.458,12.4,4.0,0.88,4.5,59.0,59.0,28.0,1.7,2.0,17.6,C,0.7,1.5,9.3,CLE,0.552,2.5,0.412,6.2,2.4,0.361,6.7,2.2,0.2,9.4,5.0,0.385,12.9,4.7,0.904,5.2,22.0,21.0,27.2,1.5,2.5,17.0,PF,0.3,1.9,10.9,CLE,0.479,3.2,0.537,6.0,2.6,0.374,7.0,3.2,0.3,8.8,5.8,0.45,13.0,3.3,0.854,3.9,56.0,56.0,31.8,1.0,1.6,17.6,PF,0.6,2.5,9.8,CLE,0.55
Josh Giddey,2.2,0.584,3.7,0.0,0.0,0.0,0.5,0.7,5.0,2.2,0.582,3.7,0.9,0.667,1.4,78.0,0.0,18.9,2.3,2.4,5.3,C,0.4,0.8,7.4,POR,0.582,2.3,0.62,3.7,0.0,0.0,0.0,0.8,0.4,5.9,2.3,0.616,3.7,1.2,0.617,2.0,81.0,1.0,17.9,2.7,2.8,5.8,C,0.4,0.8,8.6,BRK,0.616,0.8,0.478,1.6,0.0,,0.0,0.4,0.3,2.5,0.8,0.478,1.6,0.3,0.5,0.5,28.0,1.0,10.8,1.3,2.2,1.8,C,0.4,0.5,3.8,UTA,0.478
Josh Green,1.9,0.455,4.1,0.0,0.0,0.4,0.6,0.4,3.1,1.9,0.417,4.5,1.6,0.867,1.9,8.0,0.0,17.0,0.9,2.0,5.4,PF,0.1,0.9,4.0,DET,0.417,1.6,0.637,2.5,0.0,0.091,0.3,0.3,0.1,1.7,1.6,0.584,2.8,0.6,0.742,0.8,41.0,1.0,9.8,0.7,1.5,3.8,PF,0.3,0.6,2.4,DET,0.588,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Hart,3.6,0.507,7.1,1.7,0.395,4.4,1.6,0.4,4.0,5.3,0.465,11.5,2.1,0.644,3.3,70.0,70.0,30.7,0.9,2.6,14.5,SG,1.0,1.8,4.9,BOS,0.54,3.7,0.529,7.0,1.3,0.344,3.7,1.4,0.4,3.4,5.0,0.465,10.7,1.8,0.658,2.7,74.0,25.0,25.9,0.9,2.5,13.0,SG,0.9,1.3,4.2,BOS,0.525,5.2,0.543,9.6,2.3,0.382,5.9,2.1,0.4,5.3,7.5,0.481,15.6,3.1,0.724,4.3,57.0,57.0,33.9,1.1,2.9,20.3,SG,1.1,2.2,6.4,BOS,0.554
Josh Minott,2.7,0.454,6.0,1.7,0.355,4.8,1.8,0.3,3.8,4.4,0.41,10.8,1.7,0.764,2.3,63.0,62.0,32.0,0.7,2.9,12.3,SF,0.7,1.6,4.5,ATL,0.489,3.9,0.582,6.7,1.3,0.326,4.1,1.9,0.5,4.0,5.2,0.484,10.8,3.2,0.859,3.7,23.0,19.0,29.5,0.7,2.6,15.0,SF,0.8,1.3,4.8,ATL,0.546,3.4,0.474,7.2,1.4,0.379,3.7,1.3,0.4,2.8,4.8,0.442,10.8,2.4,0.765,3.1,53.0,52.0,29.8,0.5,2.9,13.4,SF,0.7,1.3,3.3,ATL,0.506
Josh Okogie,4.2,0.595,7.1,4.2,0.423,9.8,6.1,0.2,4.4,8.4,0.495,16.9,5.5,0.921,5.9,51.0,51.0,32.0,0.7,2.2,26.4,PG,1.6,3.0,5.1,GSW,0.618,4.0,0.525,7.7,5.1,0.437,11.7,5.2,0.4,4.7,9.2,0.472,19.4,3.8,0.916,4.2,69.0,69.0,33.8,0.7,2.4,27.3,PG,1.3,2.8,5.3,GSW,0.604,4.2,0.636,6.6,2.4,0.245,9.8,6.6,0.4,4.4,6.6,0.402,16.4,5.2,1.0,5.2,5.0,5.0,27.8,0.8,2.2,20.8,PG,1.0,3.2,5.2,GSW,0.476
Josh Richardson,3.5,0.587,5.9,0.8,0.308,2.5,3.8,0.7,4.1,4.2,0.503,8.4,1.5,0.698,2.2,73.0,41.0,26.6,0.8,2.6,10.8,PF,1.0,1.9,4.9,MIA,0.55,2.1,0.496,4.2,0.9,0.336,2.7,2.5,0.5,2.8,3.0,0.433,6.9,0.9,0.714,1.3,55.0,33.0,21.2,0.4,2.1,7.8,PF,0.6,1.3,3.2,MIA,0.499,2.2,0.565,3.9,1.0,0.363,2.8,2.3,1.0,2.9,3.2,0.479,6.7,1.0,0.646,1.5,32.0,1.0,19.3,0.8,2.5,8.4,PF,0.8,1.5,3.7,2TM,0.556
Joshua Primo,1.9,0.569,3.4,1.0,0.382,2.5,4.2,0.1,1.4,2.9,0.489,5.9,0.9,0.667,1.3,30.0,2.0,19.7,0.2,1.0,7.6,PG,1.1,1.0,1.6,MIN,0.57,1.3,0.447,2.9,0.6,0.359,1.8,3.8,0.1,1.7,2.0,0.413,4.7,0.5,0.767,0.6,51.0,2.0,18.4,0.4,0.9,5.0,PG,1.0,1.0,2.1,MIN,0.481,1.0,0.53,1.9,0.4,0.318,1.4,2.9,0.2,1.2,1.4,0.44,3.2,0.5,0.75,0.6,62.0,3.0,14.5,0.4,0.9,3.8,PG,0.9,0.6,1.5,MIN,0.508
Jrue Holiday,0.9,0.588,1.5,1.2,0.373,3.3,1.0,0.4,1.8,2.1,0.44,4.8,0.5,0.816,0.6,77.0,10.0,14.1,0.2,1.2,5.9,PF,0.3,0.5,2.0,SAS,0.568,0.8,0.513,1.5,1.9,0.429,4.4,1.3,0.4,3.2,2.7,0.45,6.0,0.7,0.883,0.8,76.0,12.0,21.5,0.3,1.8,8.0,PF,0.5,0.6,3.5,SAS,0.61,1.2,0.471,2.6,3.7,0.424,8.7,1.7,0.6,3.9,4.9,0.434,11.3,1.9,0.852,2.3,54.0,4.0,29.3,0.6,2.6,15.4,PF,0.7,1.1,4.5,WAS,0.598
Juan Toscano-Anderson,3.9,0.505,7.8,2.0,0.35,5.8,3.3,0.2,2.4,6.0,0.439,13.6,1.3,0.85,1.5,67.0,67.0,29.3,0.3,2.3,15.3,PG,0.8,1.7,2.7,MIA,0.514,3.5,0.583,6.0,2.2,0.381,5.7,2.6,0.3,2.8,5.7,0.485,11.8,1.0,0.933,1.1,56.0,44.0,29.5,0.4,1.9,14.6,PG,0.9,1.4,3.2,MIA,0.578,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jules Bernard,2.2,0.393,5.6,0.2,0.071,2.8,3.6,0.6,1.0,2.4,0.286,8.4,0.8,0.444,1.8,5.0,0.0,23.6,0.0,3.6,5.8,SG,1.2,2.2,1.0,MEM,0.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julian Champagnie,0.9,0.545,1.6,0.1,0.167,0.9,0.9,0.0,1.0,1.0,0.412,2.4,0.1,1.0,0.1,14.0,0.0,9.9,0.1,0.5,2.3,PG,0.4,0.2,1.1,TOR,0.441,0.7,0.395,1.7,0.2,0.214,1.1,1.1,0.2,1.0,0.9,0.324,2.7,0.1,1.0,0.1,26.0,0.0,8.2,0.2,0.8,2.1,PG,0.5,0.6,1.2,TOR,0.366,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julian Phillips,0.4,0.667,0.5,0.3,0.429,0.6,0.5,0.0,0.4,0.6,0.538,1.2,0.1,0.5,0.2,11.0,0.0,3.3,0.0,0.3,1.6,C,0.0,0.1,0.4,DEN,0.654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julian Strawther,2.3,0.551,4.1,0.8,0.381,2.2,0.9,0.3,3.5,3.1,0.492,6.3,1.2,0.815,1.4,38.0,6.0,21.2,0.8,1.6,8.2,SF,1.4,0.8,4.2,UTA,0.558,0.7,0.521,1.4,0.7,0.436,1.6,0.5,0.1,2.3,1.4,0.477,3.0,0.3,0.636,0.4,50.0,2.0,12.2,0.2,0.8,3.8,SF,0.9,0.5,2.5,UTA,0.591,0.5,0.595,0.9,0.4,0.278,1.3,0.6,0.3,1.8,0.9,0.407,2.2,0.1,0.375,0.2,41.0,0.0,10.6,0.5,1.0,2.2,PF,0.6,0.4,2.3,HOU,0.489
Julius Randle,2.0,0.627,3.2,0.2,0.222,0.9,1.2,0.9,2.8,2.2,0.537,4.2,0.3,0.316,1.0,39.0,39.0,26.6,1.9,2.3,5.0,SG,1.2,0.8,4.7,OKC,0.562,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.333,2.1,0.4,0.214,2.0,0.6,0.4,2.9,1.1,0.276,4.1,0.1,0.5,0.3,7.0,0.0,12.4,1.0,1.9,2.9,SF,0.1,0.3,3.9,OKC,0.328
Justin Champagnie,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,1.0,0.0,2.0,0.0,0.0,0.0,SF,0.0,0.0,0.0,NYK,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Holiday,2.1,0.441,4.7,2.4,0.381,6.4,2.7,0.3,2.7,4.5,0.406,11.1,1.3,0.822,1.6,63.0,63.0,33.8,0.4,2.2,12.7,SF,1.2,1.3,3.1,DAL,0.516,1.9,0.437,4.3,2.2,0.372,5.8,2.3,0.2,2.0,4.0,0.4,10.1,1.9,0.81,2.4,69.0,68.0,30.3,0.5,2.3,12.2,SF,0.8,1.3,2.5,3TM,0.507,0.9,0.472,1.9,1.6,0.364,4.4,1.4,0.1,2.1,2.5,0.396,6.3,0.8,0.765,1.0,67.0,67.0,24.4,0.3,1.5,7.4,SG,0.6,0.6,2.5,MIL,0.524
Justin Jackson,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,,0.0,1.0,0.0,3.0,0.0,1.0,0.0,C,1.0,0.0,2.0,CLE,,0.2,0.333,0.5,0.0,,0.0,0.0,0.3,0.5,0.2,0.333,0.5,0.8,0.625,1.3,6.0,0.0,4.8,0.5,0.0,1.2,C,0.3,0.3,1.0,CLE,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Minaya,1.4,0.526,2.7,0.6,0.444,1.3,0.9,0.9,2.0,2.0,0.5,4.0,1.1,0.8,1.4,7.0,0.0,12.4,0.7,1.6,5.7,PF,0.3,1.4,2.7,DEN,0.571,0.5,0.471,1.1,0.3,0.375,0.8,0.2,0.3,0.8,0.8,0.431,1.8,0.3,0.667,0.5,32.0,2.0,5.0,0.0,0.4,2.2,PF,0.1,0.4,0.8,DEN,0.509,1.0,0.609,1.6,0.1,0.25,0.3,0.4,0.1,1.1,1.1,0.556,1.9,0.1,0.4,0.4,14.0,0.0,5.8,0.3,0.3,2.4,PF,0.1,0.3,1.4,DEN,0.574
Jusuf Nurkić,0.9,0.384,2.3,0.5,0.333,1.6,0.5,0.0,1.9,1.4,0.363,3.8,0.7,0.862,0.8,38.0,0.0,8.7,0.3,0.6,4.0,PF,0.1,0.5,2.1,DET,0.432,1.2,0.386,3.0,0.9,0.447,2.0,0.8,0.1,3.2,2.1,0.411,5.0,1.0,0.76,1.3,19.0,0.0,13.6,0.3,1.4,6.0,PF,0.4,0.5,3.5,2TM,0.5,0.2,0.333,0.6,0.0,0.0,0.8,0.2,0.0,0.8,0.2,0.143,1.4,0.0,,0.0,5.0,0.0,3.0,0.4,0.2,0.4,C,0.0,0.0,1.2,BRK,0.143
KJ Martin,5.3,0.503,10.4,0.9,0.347,2.5,2.2,0.2,5.1,6.1,0.473,12.9,1.4,0.785,1.8,59.0,58.0,25.6,1.6,2.0,14.5,PF,0.7,2.0,6.7,SAC,0.507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaiser Gates,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,4.0,0.0,0.0,2.0,SG,0.0,1.0,0.0,CLE,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.75,4.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.6,5.0,2.0,1.0,2.0,1.0,0.0,8.0,0.0,0.0,8.0,PG,0.0,1.0,1.0,CLE,0.6
Karl-Anthony Towns,2.5,0.523,4.8,0.0,0.0,0.1,1.5,0.6,3.8,2.5,0.512,4.9,1.9,0.721,2.6,69.0,19.0,19.8,1.7,2.0,6.9,C,0.5,1.0,5.5,MIA,0.512,3.4,0.588,5.7,0.0,0.2,0.2,2.2,0.8,5.3,3.4,0.576,5.9,2.0,0.735,2.8,82.0,28.0,23.3,2.0,2.5,8.9,C,0.9,1.5,7.3,MIA,0.579,6.1,0.564,10.8,0.0,0.143,0.2,5.1,1.3,7.8,6.1,0.557,11.0,3.7,0.691,5.3,72.0,72.0,33.6,2.4,2.5,15.9,PF,1.1,2.8,10.2,MIA,0.558
Kawhi Leonard,0.5,0.292,1.6,1.2,0.367,3.3,0.4,0.1,2.0,1.7,0.342,4.9,0.1,0.25,0.3,15.0,0.0,13.9,0.3,0.8,4.6,SF,0.2,0.5,2.3,ATL,0.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keegan Murray,0.0,,0.0,0.7,0.667,1.0,0.0,0.0,0.0,0.7,0.667,1.0,1.3,1.0,1.3,3.0,0.0,3.0,0.0,1.0,3.3,PG,0.0,0.3,0.0,UTA,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keita Bates-Diop,0.4,0.443,0.9,1.1,0.38,2.9,0.4,0.1,1.2,1.5,0.395,3.9,0.5,0.848,0.6,75.0,8.0,15.1,0.3,1.7,4.7,SG,0.5,0.3,1.5,OKC,0.54,0.5,0.5,1.0,1.3,0.323,4.1,0.6,0.2,1.4,1.8,0.357,5.1,0.4,0.923,0.4,31.0,2.0,19.0,0.2,1.7,5.3,SG,0.5,0.5,1.5,OKC,0.487,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keldon Johnson,1.4,0.419,3.4,1.7,0.363,4.6,1.6,1.1,3.0,3.1,0.387,8.0,0.7,0.769,0.9,70.0,60.0,25.6,0.6,1.7,8.6,SG,0.9,1.1,3.6,SAS,0.49,1.2,0.487,2.4,2.5,0.455,5.4,1.6,0.7,3.2,3.7,0.465,7.9,0.5,0.841,0.6,80.0,80.0,27.7,0.8,2.1,10.3,SG,0.9,0.9,4.0,TOR,0.622,1.1,0.524,2.2,1.8,0.367,4.8,1.3,0.5,2.6,2.9,0.416,7.0,0.5,0.688,0.7,68.0,68.0,24.8,0.8,2.0,8.0,SG,1.3,0.9,3.3,LAL,0.542
Kelly Olynyk,0.4,0.452,0.9,0.6,0.363,1.7,1.6,0.2,1.8,1.0,0.393,2.5,0.6,0.771,0.7,48.0,0.0,14.3,0.2,1.8,3.2,PF,0.5,0.6,2.0,PHO,0.512,0.8,0.545,1.5,0.9,0.351,2.6,1.4,0.3,2.1,1.7,0.423,4.1,0.5,0.696,0.8,59.0,25.0,20.7,0.6,2.2,4.9,PF,0.6,0.7,2.6,BRK,0.533,0.1,0.333,0.4,0.4,0.429,0.9,0.6,0.1,1.0,0.5,0.4,1.3,0.0,1.0,0.0,45.0,1.0,8.1,0.1,0.9,1.5,PF,0.3,0.2,1.2,LAL,0.55
Kelly Oubre Jr.,0.7,0.583,1.3,0.4,0.348,1.2,0.5,0.2,0.6,1.2,0.468,2.5,0.1,0.667,0.2,19.0,1.0,7.4,0.2,1.2,2.8,PF,0.4,0.8,0.8,DEN,0.553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kendall Brown,0.2,0.2,1.1,0.7,0.222,3.0,0.7,0.0,0.6,0.9,0.216,4.1,0.0,,0.0,9.0,0.0,9.2,0.0,0.7,2.4,PG,0.6,0.1,0.6,MIA,0.297,0.8,0.5,1.7,0.9,0.309,3.0,1.3,0.0,0.9,1.8,0.378,4.7,0.4,0.87,0.5,50.0,7.0,13.1,0.2,1.6,4.8,PG,0.4,0.7,1.1,MIA,0.476,1.4,0.5,2.8,1.8,0.368,4.8,3.1,0.2,1.5,3.1,0.417,7.5,0.6,0.815,0.8,68.0,27.0,23.4,0.3,2.3,8.7,PG,0.9,1.4,1.9,MIA,0.533
Kenneth Lofton Jr.,1.1,0.448,2.4,0.3,0.377,0.8,0.9,0.3,1.5,1.4,0.429,3.2,0.8,0.67,1.2,73.0,16.0,15.8,0.5,1.7,3.9,SG,0.7,0.7,1.9,LAC,0.479,0.2,0.412,0.5,0.0,0.2,0.2,0.3,0.1,0.6,0.3,0.347,0.8,0.4,0.735,0.5,64.0,1.0,4.9,0.1,0.6,1.0,SG,0.2,0.3,0.7,LAC,0.378,2.0,0.571,3.5,1.0,0.5,2.0,2.0,0.5,2.0,3.0,0.545,5.5,1.0,0.5,2.0,2.0,0.0,17.5,0.0,1.0,8.0,SF,0.5,1.0,2.0,NOP,0.636
Kenrich Williams,1.9,0.473,4.0,0.7,0.345,2.0,3.9,0.1,2.1,2.6,0.43,6.0,1.0,0.711,1.4,69.0,3.0,19.8,0.3,1.3,6.9,PG,0.8,1.3,2.4,ORL,0.488,2.1,0.429,4.8,0.8,0.354,2.3,3.2,0.1,1.5,2.9,0.404,7.1,1.0,0.69,1.5,57.0,3.0,21.9,0.3,1.5,7.5,PG,0.8,1.2,1.8,2TM,0.462,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentavious Caldwell-Pope,2.6,0.477,5.4,1.3,0.331,3.9,2.3,0.1,1.0,3.9,0.415,9.3,1.3,0.903,1.4,80.0,0.0,20.7,0.3,1.1,10.3,SG,0.5,1.2,1.2,MIN,0.485,1.7,0.453,3.7,1.0,0.332,3.2,3.6,0.2,1.2,2.7,0.397,6.8,1.5,0.845,1.7,64.0,0.0,18.9,0.1,1.2,7.9,SG,0.5,1.5,1.3,PHO,0.474,1.0,0.5,2.0,1.0,0.5,2.0,3.0,0.0,0.0,2.0,0.5,4.0,0.0,,0.0,1.0,0.0,6.0,0.0,1.0,5.0,SG,0.0,0.0,0.0,BRK,0.625
Keon Ellis,2.8,0.612,4.5,0.4,0.22,1.6,2.0,0.5,3.5,3.1,0.508,6.1,0.7,0.621,1.1,81.0,5.0,20.7,1.0,2.0,7.3,PF,0.8,0.8,4.5,TOR,0.537,5.5,0.602,9.1,1.0,0.369,2.7,3.1,0.7,5.3,6.5,0.549,11.8,3.0,0.785,3.8,80.0,79.0,31.9,1.6,3.0,16.9,PF,0.9,1.9,6.9,TOR,0.591,6.2,0.499,12.3,2.2,0.359,6.1,3.5,0.9,6.3,8.3,0.453,18.4,4.0,0.792,5.1,60.0,60.0,35.2,1.1,2.8,22.9,PF,1.0,2.5,7.3,TOR,0.512
Keon Johnson,1.2,0.365,3.3,0.3,0.237,1.1,2.2,0.4,1.9,1.5,0.332,4.4,1.4,0.82,1.7,52.0,2.0,16.1,0.7,1.9,4.6,PG,0.8,1.0,2.7,CHO,0.362,1.3,0.424,3.0,0.4,0.263,1.4,2.5,0.5,1.8,1.6,0.374,4.4,1.1,0.604,1.9,28.0,1.0,13.3,0.7,1.7,4.8,PG,0.7,0.7,2.5,2TM,0.415,2.0,0.481,4.1,0.5,0.293,1.7,2.4,0.5,2.2,2.5,0.427,5.8,1.8,0.832,2.1,45.0,0.0,18.5,1.0,1.9,7.2,SG,1.1,1.2,3.3,ORL,0.469
Kessler Edwards,0.6,0.571,1.1,1.1,0.346,3.2,0.8,0.2,0.8,1.7,0.401,4.3,0.3,0.909,0.3,33.0,0.0,8.8,0.1,0.8,4.9,SG,0.3,0.6,0.9,HOU,0.532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Durant,3.8,0.514,7.3,1.3,0.429,3.1,4.7,1.1,5.9,5.1,0.489,10.5,1.3,0.783,1.7,72.0,72.0,31.6,1.4,1.9,12.9,C,0.6,1.8,7.4,BOS,0.553,4.6,0.604,7.6,1.1,0.36,3.0,4.2,1.3,5.0,5.7,0.535,10.6,1.1,0.821,1.4,68.0,68.0,29.0,1.8,1.9,13.6,C,0.9,1.5,6.7,BOS,0.586,3.3,0.516,6.4,1.5,0.35,4.2,4.0,0.9,5.3,4.8,0.45,10.6,0.9,0.763,1.2,67.0,61.0,30.2,1.5,2.1,11.9,C,0.8,1.2,6.8,PHI,0.52
Kevin Huerter,2.7,0.567,4.8,0.0,0.25,0.1,0.4,0.6,2.3,2.8,0.558,4.9,0.8,0.724,1.0,28.0,0.0,12.6,0.8,1.8,6.3,C,0.1,0.8,3.0,2TM,0.562,3.6,0.591,6.1,0.0,0.2,0.1,0.7,0.7,3.3,3.6,0.586,6.1,1.0,0.663,1.5,59.0,24.0,15.8,1.4,1.6,8.2,C,0.3,0.9,4.7,NOP,0.587,3.3,0.629,5.3,0.0,0.333,0.1,1.2,0.7,2.6,3.4,0.623,5.4,1.3,0.645,2.1,30.0,9.0,15.6,1.6,2.2,8.1,C,0.2,1.3,4.2,NOP,0.627
Kevin Knox,2.4,0.473,5.2,2.1,0.383,5.6,2.2,0.2,4.4,4.6,0.426,10.8,2.1,0.789,2.6,74.0,74.0,33.2,0.8,2.0,13.4,SG,1.4,1.3,5.2,LAL,0.526,2.1,0.542,3.9,1.8,0.347,5.3,1.3,0.2,2.3,4.0,0.43,9.2,1.7,0.867,1.9,82.0,23.0,24.8,0.6,1.7,11.4,SG,0.9,0.8,2.9,LAL,0.53,2.1,0.541,3.9,1.3,0.385,3.5,1.6,0.2,1.5,3.4,0.467,7.3,1.1,0.775,1.5,69.0,26.0,25.5,0.6,1.9,9.3,SG,0.8,0.9,2.1,LAL,0.558
Kevin Love,2.0,0.589,3.4,1.9,0.419,4.6,1.6,0.3,2.7,3.9,0.491,8.0,1.1,0.827,1.3,78.0,14.0,25.3,0.7,2.0,10.8,SG,0.4,1.2,3.3,BRK,0.612,2.5,0.528,4.8,2.4,0.474,5.1,2.4,0.2,3.1,4.9,0.5,9.8,1.4,0.827,1.8,76.0,76.0,30.2,0.7,2.4,13.7,SG,0.5,1.6,3.8,BRK,0.622,3.0,0.553,5.5,2.5,0.424,5.9,2.1,0.2,3.4,5.5,0.486,11.4,0.9,0.719,1.3,69.0,69.0,30.8,0.9,2.3,14.5,SF,0.6,1.5,4.3,BRK,0.596
Kevon Harris,1.3,0.444,3.0,1.0,0.375,2.7,1.7,0.3,1.7,2.3,0.412,5.7,1.0,0.75,1.3,6.0,2.0,18.5,0.5,1.3,6.7,SG,0.3,1.0,2.2,PHI,0.5,0.4,0.375,1.1,0.0,0.0,0.4,0.3,0.0,0.3,0.4,0.273,1.6,0.3,0.5,0.6,7.0,0.0,4.6,0.0,0.6,1.1,SF,0.4,0.3,0.3,PHI,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,
