Player,yr1.2P,yr1.2P%,yr1.2PA,yr1.3P,yr1.3P%,yr1.3PA,yr1.AST,yr1.BLK,yr1.DRB,yr1.FG,yr1.FG%,yr1.FGA,yr1.FT,yr1.FT%,yr1.FTA,yr1.G,yr1.GS,yr1.MP,yr1.ORB,yr1.PF,yr1.PTS,yr1.Pos,yr1.STL,yr1.TOV,yr1.TRB,yr1.Team,yr1.eFG%,yr2.2P,yr2.2P%,yr2.2PA,yr2.3P,yr2.3P%,yr2.3PA,yr2.AST,yr2.BLK,yr2.DRB,yr2.FG,yr2.FG%,yr2.FGA,yr2.FT,yr2.FT%,yr2.FTA,yr2.G,yr2.GS,yr2.MP,yr2.ORB,yr2.PF,yr2.PTS,yr2.Pos,yr2.STL,yr2.TOV,yr2.TRB,yr2.Team,yr2.eFG%,yr3.2P,yr3.2P%,yr3.2PA,yr3.3P,yr3.3P%,yr3.3PA,yr3.AST,yr3.BLK,yr3.DRB,yr3.FG,yr3.FG%,yr3.FGA,yr3.FT,yr3.FT%,yr3.FTA,yr3.G,yr3.GS,yr3.MP,yr3.ORB,yr3.PF,yr3.PTS,yr3.Pos,yr3.STL,yr3.TOV,yr3.TRB,yr3.Team,yr3.eFG%
Xavier Tillman Sr.,0.8,0.355,2.3,0.7,0.336,2.0,0.9,0.3,2.2,1.5,0.346,4.3,0.4,0.76,0.5,54.0,12.0,15.3,0.2,1.6,4.0,SF,0.4,0.8,2.4,CHI,0.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuta Watanabe,0.2,0.154,1.1,0.8,0.294,2.8,0.8,0.0,0.6,1.0,0.255,3.9,0.0,,0.0,12.0,0.0,13.9,0.2,0.6,2.8,SG,0.1,0.2,0.8,NOP,0.362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zach Collins,1.1,0.429,2.5,0.0,,0.0,0.5,0.4,1.4,1.1,0.429,2.5,0.0,,0.0,17.0,0.0,7.2,0.8,0.7,2.1,C,0.2,0.5,2.2,2TM,0.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zach LaVine,0.9,0.442,1.9,0.0,0.125,0.3,0.5,0.1,1.4,0.9,0.4,2.2,0.4,0.667,0.7,27.0,3.0,7.0,0.6,1.4,2.3,PF,0.2,0.7,2.0,POR,0.408,0.8,0.37,2.2,0.0,0.143,0.3,0.5,0.0,2.2,0.9,0.34,2.5,0.3,0.667,0.4,21.0,0.0,8.5,0.8,1.3,2.0,PF,0.3,0.9,3.0,2TM,0.349,1.0,0.622,1.7,0.0,0.0,0.1,1.1,0.3,2.7,1.0,0.596,1.7,0.3,0.529,0.6,27.0,1.0,10.7,1.0,2.3,2.4,PF,0.1,1.4,3.7,2TM,0.596
Zavier Simpson,2.8,0.582,4.8,0.9,0.405,2.1,1.1,0.1,2.6,3.6,0.527,6.9,0.7,0.658,1.0,76.0,1.0,18.5,0.7,1.9,8.8,PF,0.3,1.0,3.3,WAS,0.59,0.8,0.399,2.1,1.3,0.401,3.2,0.8,0.2,2.9,2.1,0.4,5.3,0.3,0.667,0.4,79.0,3.0,17.7,0.5,2.0,5.8,PF,0.3,0.6,3.5,2TM,0.52,1.0,0.519,2.0,1.2,0.369,3.2,0.8,0.1,2.7,2.2,0.426,5.1,0.4,0.811,0.5,68.0,11.0,17.8,1.0,1.4,6.0,PF,0.3,0.4,3.6,PHI,0.54
Zeke Nnaji,0.6,0.6,1.0,0.2,0.2,1.0,0.4,0.0,1.0,0.8,0.4,2.0,0.0,0.0,0.4,5.0,0.0,8.0,0.0,0.2,1.8,SF,0.2,0.2,1.0,PHI,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ziaire Williams,4.7,0.587,8.0,0.4,0.405,1.0,1.1,0.9,6.2,5.1,0.568,8.9,2.2,0.806,2.7,77.0,77.0,22.4,2.4,2.5,12.7,C,0.4,1.5,8.6,TOR,0.59,5.9,0.586,10.0,0.3,0.292,1.0,1.4,1.1,6.4,6.1,0.559,11.0,3.0,0.795,3.8,49.0,27.0,22.3,2.2,3.0,15.6,C,0.4,1.8,8.6,2TM,0.572,5.7,0.617,9.3,0.5,0.352,1.3,1.9,1.1,8.2,6.2,0.585,10.6,2.1,0.74,2.9,70.0,70.0,26.4,3.0,2.6,14.9,C,0.4,1.8,11.3,MEM,0.606
Zion Williamson,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,4.0,0.0,0.0,3.0,SF,0.0,0.0,0.0,MIN,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,,0.0,0.0,,0.0,0.5,0.0,0.5,0.0,,0.0,0.0,,0.0,2.0,0.0,4.5,0.0,2.0,0.0,PF,0.0,0.0,0.5,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.7,0.551,12.2,0.0,0.0,0.1,8.2,0.9,6.3,6.7,0.545,12.3,2.4,0.56,4.2,81.0,81.0,33.7,1.8,2.6,15.8,PG,1.7,3.4,8.1,PHI,0.545,6.8,0.566,12.1,0.0,0.0,0.1,7.7,0.8,6.6,6.8,0.563,12.2,3.3,0.6,5.4,79.0,79.0,34.2,2.2,2.6,16.9,PG,1.4,3.5,8.8,PHI,0.563,6.5,0.583,11.2,0.0,0.286,0.1,8.0,0.6,5.8,6.6,0.58,11.4,3.2,0.621,5.2,57.0,57.0,35.4,2.0,3.3,16.4,PG,2.1,3.5,7.8,PHI,0.581
,5.4,0.483,11.1,0.7,0.39,1.8,3.9,0.7,4.4,6.1,0.47,12.9,3.3,0.681,4.8,59.0,59.0,33.5,1.0,2.8,16.1,SF,0.8,2.5,5.3,LAL,0.497,6.4,0.521,12.2,0.6,0.33,1.8,3.0,0.6,4.3,7.0,0.497,14.0,3.8,0.675,5.6,52.0,52.0,33.8,0.8,2.9,18.3,SF,0.5,2.5,5.1,LAL,0.518,5.8,0.501,11.5,2.4,0.391,6.2,4.2,0.6,5.3,8.2,0.463,17.7,5.0,0.851,5.9,62.0,62.0,33.9,0.8,2.9,23.8,PF,1.0,3.0,6.1,NOP,0.531
,1.3,0.462,2.8,0.6,0.273,2.4,3.1,0.3,1.9,1.9,0.375,5.1,0.7,1.0,0.7,14.0,0.0,14.6,0.4,0.8,5.2,PG,0.4,1.3,2.2,MIL,0.438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.5,0.446,3.4,1.1,0.39,2.9,1.0,0.0,1.2,2.6,0.421,6.2,0.6,0.667,0.9,80.0,12.0,19.0,0.2,1.4,6.9,SG,0.4,0.5,1.4,SAS,0.51,2.3,0.489,4.6,2.1,0.426,5.0,2.1,0.0,2.7,4.4,0.456,9.6,0.8,0.885,1.0,82.0,81.0,28.0,0.2,1.9,11.8,SG,0.5,1.0,2.9,SAS,0.568,1.5,0.47,3.2,2.3,0.388,6.0,1.7,0.0,1.8,3.8,0.417,9.2,1.2,0.833,1.4,63.0,62.0,25.1,0.2,1.8,11.2,SG,0.5,0.9,2.0,SAS,0.544
,3.0,0.457,6.6,2.2,0.431,5.1,1.9,0.3,3.2,5.2,0.446,11.7,0.9,0.877,1.0,80.0,13.0,25.3,0.7,1.9,13.5,SG,1.1,1.6,3.8,SAC,0.54,4.2,0.487,8.6,3.4,0.427,7.9,2.5,0.4,3.7,7.6,0.458,16.6,2.1,0.886,2.4,82.0,82.0,31.9,1.3,2.5,20.7,SG,0.7,1.8,5.0,SAC,0.56,3.2,0.479,6.6,3.8,0.394,9.6,3.0,0.2,3.8,6.9,0.429,16.1,1.6,0.846,1.9,72.0,44.0,30.8,0.8,2.3,19.2,SG,0.9,2.3,4.6,SAC,0.545
,2.3,0.596,3.9,0.0,0.0,0.0,1.0,0.2,2.7,2.3,0.591,3.9,1.0,0.667,1.5,55.0,16.0,17.8,1.5,1.9,5.6,C,0.3,1.0,4.2,CHI,0.591,1.6,0.543,2.9,0.0,0.0,0.1,0.6,0.1,2.3,1.6,0.531,3.0,0.8,0.685,1.2,60.0,0.0,12.4,1.3,1.2,4.0,C,0.2,0.6,3.6,CHI,0.531,1.5,0.654,2.4,0.0,0.0,0.1,0.7,0.1,2.1,1.5,0.63,2.5,0.8,0.783,1.0,22.0,0.0,17.5,2.5,1.5,3.9,C,0.5,0.8,4.6,CHI,0.63
,3.9,0.477,8.2,1.9,0.324,5.8,5.2,0.4,3.3,5.8,0.414,14.0,2.0,0.74,2.7,48.0,35.0,25.7,0.6,1.9,15.5,PG,0.8,3.1,3.9,BRK,0.481,5.2,0.482,10.9,2.9,0.369,7.8,7.0,0.2,3.2,8.1,0.434,18.7,2.0,0.78,2.5,81.0,81.0,30.2,0.7,1.7,21.1,PG,1.2,3.1,3.9,BRK,0.512,4.5,0.487,9.2,3.5,0.367,9.6,6.3,0.3,3.6,8.0,0.426,18.8,3.6,0.809,4.4,45.0,45.0,32.3,0.4,1.9,23.1,PG,1.1,3.3,3.9,2TM,0.519
,0.4,0.385,0.9,0.0,0.0,0.4,0.8,0.0,0.5,0.4,0.263,1.4,0.4,0.857,0.5,14.0,0.0,6.8,0.0,0.5,1.1,SG,0.1,0.3,0.5,SAS,0.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.6,0.496,5.3,0.3,0.346,0.7,1.5,0.4,3.4,2.9,0.478,6.0,1.9,0.655,2.9,70.0,21.0,23.5,1.3,2.3,7.9,SG,0.8,1.1,4.7,CHI,0.499,2.0,0.545,3.7,0.5,0.32,1.5,1.1,0.3,2.4,2.5,0.481,5.1,1.1,0.682,1.7,51.0,14.0,19.3,0.8,2.1,6.5,SF,0.7,0.6,3.2,CLE,0.527,1.3,0.581,2.2,0.6,0.429,1.4,0.4,0.6,1.9,1.9,0.521,3.6,0.9,0.667,1.4,20.0,0.0,13.4,0.4,1.6,5.2,SF,0.6,0.4,2.3,BRK,0.606
,1.6,0.429,3.8,0.4,0.367,1.2,1.9,0.5,2.5,2.0,0.414,4.9,0.7,0.576,1.3,26.0,3.0,17.5,0.3,1.5,5.2,SF,0.8,1.8,2.8,ATL,0.457,2.7,0.508,5.4,0.6,0.289,2.1,2.5,0.5,3.7,3.4,0.446,7.5,1.1,0.64,1.7,82.0,15.0,23.5,0.7,2.3,8.4,SG,1.3,1.7,4.4,ATL,0.487,2.1,0.546,3.8,0.3,0.231,1.5,1.9,0.4,2.7,2.4,0.456,5.3,0.6,0.542,1.1,43.0,4.0,21.3,0.8,2.0,5.8,SG,1.3,1.4,3.5,ATL,0.489
,7.0,0.494,14.1,1.1,0.31,3.6,5.2,0.3,3.2,8.1,0.456,17.7,5.8,0.825,7.0,80.0,80.0,33.9,0.7,1.9,23.0,SG,1.1,2.2,3.9,TOR,0.488,8.1,0.492,16.5,0.1,0.156,0.6,6.2,0.5,5.3,8.2,0.481,17.1,4.8,0.83,5.7,77.0,77.0,34.9,0.7,2.3,21.2,SG,1.1,2.6,6.0,SAS,0.483,8.1,0.54,14.9,0.1,0.257,0.5,5.6,0.3,4.9,8.2,0.531,15.4,5.6,0.845,6.6,68.0,68.0,34.1,0.6,2.6,22.1,SF,1.0,2.4,5.5,SAS,0.535
,4.3,0.435,9.9,1.5,0.313,4.9,5.2,0.3,3.0,5.9,0.395,14.8,1.9,0.694,2.8,69.0,69.0,29.7,0.7,2.2,15.2,PG,1.0,2.8,3.8,DAL,0.446,4.0,0.477,8.3,1.3,0.322,3.9,4.8,0.4,2.3,5.2,0.428,12.3,1.9,0.635,2.9,53.0,50.0,28.5,0.6,2.4,13.6,PG,1.3,2.9,2.9,2TM,0.479,1.6,0.357,4.6,0.5,0.296,1.6,2.9,0.2,1.7,2.1,0.341,6.2,0.8,0.509,1.6,34.0,3.0,15.8,0.6,1.9,5.5,PG,0.8,1.7,2.3,NYK,0.379
,2.1,0.45,4.6,1.9,0.386,4.8,3.2,0.1,4.5,3.9,0.417,9.4,0.5,0.745,0.7,77.0,37.0,27.2,0.6,2.4,10.2,SG,0.8,1.3,5.1,CHI,0.517,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,0.51,2.8,1.3,0.336,3.8,1.2,0.2,1.8,2.7,0.409,6.6,0.2,0.75,0.2,36.0,5.0,13.6,0.3,1.4,6.8,SF,0.7,0.7,2.1,CHI,0.506
,0.8,0.426,2.0,1.4,0.366,3.9,1.6,0.6,3.9,2.3,0.386,5.9,0.5,0.765,0.6,82.0,37.0,25.2,0.5,2.0,6.5,PF,0.3,1.4,4.4,PHO,0.508,1.4,0.688,2.1,0.5,0.218,2.2,1.2,0.5,3.2,1.9,0.447,4.3,0.7,0.593,1.2,46.0,27.0,18.0,0.7,2.0,5.0,PF,0.4,0.8,4.0,PHO,0.503,1.6,0.531,3.1,0.9,0.349,2.7,1.8,0.6,3.6,2.6,0.446,5.8,0.6,0.714,0.9,16.0,3.0,17.9,1.0,2.6,6.7,PF,0.3,1.3,4.6,2TM,0.527
,2.9,0.562,5.2,1.1,0.301,3.7,7.3,1.3,6.6,4.0,0.454,8.8,1.9,0.775,2.5,70.0,70.0,32.7,1.1,2.6,11.0,PF,1.4,2.9,7.6,GSW,0.516,2.1,0.549,3.9,0.7,0.285,2.5,6.9,1.1,6.4,2.8,0.445,6.4,1.0,0.692,1.4,66.0,66.0,31.3,0.9,3.0,7.4,PF,1.4,2.6,7.3,GSW,0.501,2.0,0.465,4.3,0.8,0.279,3.0,6.2,0.8,5.7,2.9,0.389,7.3,1.5,0.759,1.9,43.0,43.0,28.4,0.5,2.6,8.0,PF,1.4,2.3,6.2,GSW,0.446
,1.0,0.541,1.8,0.0,,0.0,1.2,0.8,2.9,1.0,0.541,1.8,0.2,0.379,0.4,67.0,3.0,12.0,1.2,1.7,2.1,PF,0.5,0.6,4.1,DET,0.541,0.4,0.333,1.2,0.2,1.0,0.2,0.8,0.2,3.2,0.6,0.429,1.4,0.0,,0.0,5.0,0.0,8.6,0.8,1.8,1.4,PF,0.2,1.0,4.0,2TM,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.5,0.0,,0.0,4.0,0.0,2.0,0.0,0.0,0.0,SF,0.3,0.3,0.3,UTA,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.2,0.384,5.7,0.6,0.36,1.7,2.8,0.2,1.9,2.8,0.379,7.3,1.8,0.817,2.2,52.0,2.0,18.9,0.6,1.4,7.9,PG,0.7,1.3,2.5,SAC,0.42,1.5,0.543,2.8,0.4,0.219,1.7,2.2,0.1,1.0,1.9,0.42,4.4,1.0,0.684,1.5,38.0,0.0,11.4,0.2,0.9,5.1,PG,0.4,0.9,1.1,SAC,0.462,1.9,0.567,3.3,0.7,0.286,2.3,3.2,0.1,1.6,2.6,0.451,5.7,1.1,0.588,1.9,9.0,0.0,13.1,0.6,1.2,6.9,PG,0.6,1.2,2.1,MIL,0.51
,1.7,0.385,4.4,0.6,0.318,2.0,3.2,0.2,1.8,2.3,0.364,6.4,0.6,0.721,0.9,78.0,9.0,21.9,0.5,2.3,5.9,PG,0.8,1.7,2.3,NYK,0.414,1.4,0.371,3.9,0.8,0.287,2.7,2.8,0.3,1.7,2.2,0.337,6.6,0.5,0.767,0.7,43.0,16.0,21.0,0.3,2.4,5.7,PG,0.7,1.3,2.0,NYK,0.395,1.5,0.444,3.4,0.8,0.321,2.4,3.0,0.3,1.7,2.3,0.393,5.8,0.9,0.864,1.0,57.0,26.0,20.8,0.4,2.5,6.3,PG,0.9,1.2,2.1,NYK,0.459
,5.0,0.481,10.3,1.5,0.37,4.0,4.8,0.2,3.4,6.5,0.45,14.3,2.9,0.801,3.6,75.0,75.0,31.7,0.7,2.4,17.3,PG,0.8,2.2,4.1,MIA,0.502,3.4,0.454,7.5,1.6,0.348,4.6,4.8,0.1,2.5,5.0,0.413,12.0,2.2,0.782,2.8,36.0,22.0,27.5,0.6,2.3,13.7,PG,0.8,2.0,3.1,MIA,0.479,3.3,0.505,6.5,2.1,0.367,5.7,5.1,0.2,2.7,5.4,0.441,12.3,3.2,0.776,4.2,59.0,3.0,28.2,0.5,2.1,16.2,PG,0.7,2.4,3.2,MIA,0.526
,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5,2.0,0.0,,0.0,1.0,1.0,5.0,0.0,1.0,2.0,SF,0.0,0.0,1.0,BOS,0.5,3.0,0.542,5.6,1.1,0.333,3.2,3.4,0.3,3.8,4.1,0.466,8.8,2.2,0.834,2.6,72.0,18.0,25.9,0.7,1.4,11.5,PF,0.9,1.5,4.5,BOS,0.527,5.1,0.554,9.2,1.6,0.383,4.3,4.1,0.4,5.6,6.7,0.5,13.5,2.4,0.855,2.8,52.0,52.0,33.5,1.1,1.8,17.5,SF,0.7,1.8,6.7,BOS,0.561
,1.1,0.469,2.3,0.5,0.269,1.9,1.2,0.3,2.4,1.6,0.379,4.1,0.8,0.733,1.1,14.0,6.0,19.7,0.5,1.6,4.4,SG,0.6,1.1,2.9,CLE,0.44,1.2,0.416,2.8,1.5,0.348,4.4,1.8,0.4,2.5,2.7,0.374,7.2,0.6,0.8,0.7,62.0,41.0,23.9,0.4,2.0,7.5,SG,1.0,0.8,3.0,2TM,0.481,1.0,0.419,2.4,0.6,0.242,2.5,0.9,0.2,1.9,1.6,0.328,4.9,0.3,0.571,0.5,13.0,0.0,18.5,0.7,1.6,4.2,SF,0.9,0.8,2.6,BRK,0.391
,1.5,0.423,3.6,1.1,0.333,3.3,3.8,0.1,2.0,2.6,0.38,6.9,2.3,0.902,2.6,20.0,1.0,21.1,0.3,1.8,8.6,SG,0.8,1.5,2.3,2TM,0.46,1.0,0.441,2.3,1.1,0.354,3.2,2.8,0.1,1.7,2.1,0.39,5.5,0.6,0.792,0.8,30.0,16.0,21.0,0.2,1.7,6.0,PG,0.5,1.2,1.9,3TM,0.494,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.1,0.485,4.3,0.4,0.389,1.1,1.3,0.1,1.4,2.5,0.465,5.4,0.8,0.684,1.2,16.0,0.0,11.3,0.3,1.4,6.3,PG,0.5,1.5,1.6,BRK,0.506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.3,0.506,8.5,0.4,0.347,1.2,4.4,0.2,2.4,4.7,0.486,9.8,1.0,0.698,1.4,82.0,35.0,24.9,0.3,1.7,10.9,PG,0.8,1.3,2.7,DET,0.507,2.9,0.455,6.3,0.8,0.326,2.4,3.6,0.2,2.2,3.7,0.419,8.7,0.8,0.758,1.1,56.0,0.0,22.3,0.4,1.9,8.9,PG,0.5,1.1,2.6,DET,0.464,3.6,0.473,7.6,0.9,0.367,2.5,4.9,0.4,2.8,4.5,0.447,10.1,0.9,0.721,1.3,68.0,23.0,26.3,0.4,1.6,10.9,PG,0.9,1.4,3.2,WAS,0.492
,1.4,0.504,2.8,0.0,0.0,0.0,0.6,0.3,1.8,1.4,0.5,2.8,0.9,0.765,1.2,43.0,0.0,9.5,1.0,1.1,3.7,C,0.2,0.6,2.9,LAL,0.5,3.6,0.559,6.4,0.0,,0.0,1.1,0.9,4.2,3.6,0.559,6.4,1.7,0.802,2.1,59.0,37.0,17.6,1.9,2.3,8.9,C,0.2,1.2,6.1,2TM,0.559,3.3,0.616,5.3,0.0,0.0,0.0,1.1,0.9,4.8,3.3,0.613,5.3,1.7,0.747,2.3,72.0,70.0,18.4,2.7,2.3,8.3,C,0.2,0.8,7.5,LAC,0.613
,2.7,0.499,5.5,1.7,0.367,4.5,6.3,0.0,2.7,4.4,0.439,10.0,1.2,0.784,1.5,69.0,11.0,23.2,0.2,1.2,11.6,PG,0.5,2.1,2.9,DAL,0.522,3.2,0.479,6.8,1.0,0.297,3.4,5.6,0.0,2.2,4.2,0.418,10.1,1.4,0.705,2.1,38.0,0.0,19.8,0.3,1.3,10.9,PG,0.6,1.9,2.5,DAL,0.468,1.8,0.434,4.2,1.1,0.376,2.9,3.9,0.1,1.5,2.9,0.411,7.1,0.7,0.909,0.8,29.0,6.0,15.5,0.3,0.9,7.7,PG,0.2,1.3,1.8,DAL,0.488
,1.8,0.549,3.2,0.2,0.5,0.5,0.4,1.0,2.6,2.0,0.543,3.7,0.5,0.625,0.7,22.0,6.0,15.6,1.0,2.2,4.7,SF,0.4,0.4,3.5,SAC,0.574,6.0,0.6,10.0,1.3,0.357,3.5,1.0,0.8,6.8,7.3,0.537,13.5,4.3,0.81,5.3,4.0,0.0,31.8,1.3,2.0,20.0,SF,1.0,1.0,8.0,CHI,0.583,1.9,0.647,3.0,0.1,0.154,0.4,0.6,0.4,2.0,2.0,0.591,3.4,0.5,0.667,0.8,34.0,12.0,13.9,0.6,1.9,4.6,PF,0.5,0.4,2.6,IND,0.6
,3.3,0.499,6.6,0.8,0.339,2.3,1.4,0.5,5.8,4.1,0.457,8.9,1.5,0.721,2.0,55.0,54.0,28.0,2.7,2.8,10.3,PF,0.6,1.4,8.4,MEM,0.501,2.4,0.53,4.6,1.1,0.403,2.7,0.8,0.5,4.7,3.5,0.483,7.3,1.2,0.792,1.6,65.0,6.0,21.1,1.6,3.0,9.4,PF,0.7,1.3,6.3,2TM,0.558,0.9,0.518,1.8,1.5,0.387,3.8,0.8,0.4,4.9,2.4,0.429,5.6,0.6,0.75,0.8,63.0,1.0,20.7,1.2,2.8,6.8,PF,0.5,0.9,6.2,LAC,0.56
,0.9,0.632,1.5,0.2,0.429,0.5,0.6,0.1,1.0,1.2,0.577,2.0,0.5,0.462,1.0,13.0,1.0,8.8,0.5,0.5,3.0,SG,0.2,0.6,1.5,BOS,0.635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.2,0.514,8.1,1.0,0.383,2.6,1.9,0.3,3.5,5.2,0.482,10.7,1.3,0.741,1.7,31.0,3.0,24.0,1.4,1.6,12.6,PF,0.8,1.5,4.9,MIL,0.529,4.8,0.556,8.7,1.0,0.313,3.0,2.4,0.5,5.3,5.8,0.493,11.7,2.0,0.712,2.9,64.0,17.0,26.9,1.2,2.3,14.5,PF,0.7,2.4,6.6,2TM,0.533,4.9,0.603,8.2,0.8,0.269,3.1,1.8,0.4,4.0,5.8,0.51,11.3,1.6,0.753,2.1,38.0,23.0,24.1,1.6,2.6,14.0,PF,1.2,1.7,5.6,2TM,0.548
,0.3,1.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.5,0.7,0.0,,0.0,3.0,0.0,2.0,0.0,0.0,0.7,PG,0.0,0.3,0.0,PHI,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,0.0,0.4,0.2,0.5,0.4,0.4,0.0,1.8,0.2,0.25,0.8,0.2,0.5,0.4,5.0,0.0,6.6,0.4,0.8,0.8,PF,0.2,0.0,2.2,BRK,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.3,0.5,0.7,0.5,0.3,1.7,0.3,0.0,0.3,0.8,0.357,2.3,0.7,0.667,1.0,6.0,0.0,10.2,0.0,0.7,2.8,SG,0.0,0.2,0.3,PHI,0.464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.7,0.611,1.2,1.8,0.429,4.2,0.7,0.5,1.9,2.5,0.469,5.4,0.1,0.5,0.3,15.0,10.0,18.3,0.2,2.3,7.0,SF,0.3,0.5,2.1,LAC,0.636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,,0.0,0.0,0.0,0.7,0.0,0.0,0.3,0.0,0.0,0.7,0.0,,0.0,3.0,0.0,3.0,0.0,0.0,0.0,SF,0.3,0.0,0.3,2TM,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.6,0.47,5.5,0.5,0.347,1.3,1.0,0.7,3.0,3.0,0.446,6.8,1.2,0.767,1.6,73.0,36.0,22.8,1.3,2.9,7.7,PF,0.5,1.2,4.4,MEM,0.48,0.5,0.489,1.1,0.5,0.351,1.4,0.4,0.2,1.5,1.0,0.413,2.5,0.2,0.818,0.3,42.0,1.0,7.8,0.3,1.2,2.7,PF,0.1,0.3,1.7,ORL,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.9,0.477,8.1,1.2,0.368,3.3,7.0,0.3,2.6,5.1,0.446,11.3,2.9,0.845,3.4,70.0,70.0,33.0,0.3,2.4,14.2,PG,1.5,2.5,3.0,MIN,0.499,3.4,0.453,7.4,0.8,0.333,2.5,8.2,0.4,2.1,4.2,0.423,9.9,2.9,0.804,3.6,42.0,41.0,30.1,0.4,2.1,12.1,PG,1.0,2.3,2.5,MIN,0.465,2.9,0.457,6.3,0.7,0.368,2.0,5.2,0.3,1.9,3.6,0.436,8.3,2.9,0.873,3.3,59.0,17.0,24.8,0.5,1.8,10.9,PG,0.7,2.0,2.4,2TM,0.48
,0.4,0.667,0.6,0.2,0.2,1.0,0.0,0.3,0.9,0.6,0.375,1.6,0.1,0.5,0.2,10.0,0.0,3.9,0.1,0.3,1.5,C,0.0,0.2,1.0,DAL,0.438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.4,0.394,3.7,0.6,0.348,1.7,0.7,1.1,3.1,2.0,0.379,5.4,0.7,0.76,0.9,27.0,10.0,19.9,0.6,1.8,5.4,PF,1.2,1.0,3.7,ORL,0.434,2.3,0.51,4.6,1.1,0.323,3.5,1.1,1.3,4.2,3.5,0.429,8.1,1.5,0.815,1.8,75.0,64.0,26.6,1.3,1.9,9.6,PF,0.8,1.0,5.5,ORL,0.499,3.6,0.521,7.0,0.9,0.34,2.8,1.4,2.3,5.1,4.6,0.47,9.8,1.8,0.779,2.3,34.0,32.0,28.8,1.7,2.4,11.9,PF,1.6,1.4,6.8,ORL,0.518
,4.1,0.512,8.1,1.0,0.338,3.0,2.5,0.2,2.6,5.1,0.465,11.0,2.7,0.768,3.5,69.0,50.0,29.4,0.9,2.5,13.9,SG,0.8,2.1,3.5,ORL,0.511,1.9,0.427,4.4,0.5,0.269,1.9,2.3,0.3,1.8,2.4,0.38,6.3,1.3,0.742,1.7,56.0,9.0,19.0,0.5,1.6,6.5,SG,0.5,1.2,2.3,2TM,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.8,0.545,1.5,0.8,0.464,1.7,2.1,0.0,1.2,1.6,0.503,3.2,0.4,0.8,0.5,57.0,32.0,16.0,0.2,1.4,4.5,PG,0.5,0.7,1.5,CLE,0.624,0.6,0.492,1.3,0.3,0.246,1.2,2.3,0.1,1.0,0.9,0.375,2.4,0.2,0.818,0.2,49.0,0.0,12.9,0.2,1.3,2.3,PG,0.3,0.7,1.2,DET,0.433,,,,,,,,,,,,,,,,,,,,,,,,,,,
